position,number,name,birthday,goals,assists,+/-,shots,pims,fow,game ID,game date,team,game number,team goals,team assists,team shots,team pims,player age
D,2,"Zamula, Egor *",2000-03-30 00:00:00,0,0,+1,1,2,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,17.58082191780822
D,5,"Mahura, Josh  - A",1998-05-05 00:00:00,1,1,+3,6,2,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,19.484931506849314
D,10,"Smart, Jonathan",1999-06-01 00:00:00,0,0,-1,2,0,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,18.410958904109588
RW,11,"Sidaway, Tanner",1999-04-29 00:00:00,0,0,0,3,2,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,18.5013698630137
C,13,"Sloboshan, Wyatt",1997-01-24 00:00:00,0,0,0,2,2,1/1,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,20.76164383561644
C,15,"Buziak, Braydon",1998-01-24 00:00:00,0,0,0,3,0,5/6,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,19.76164383561644
RW,18,"Lockner, Bryan",2000-04-04 00:00:00,0,0,0,0,0,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,17.567123287671233
C,19,"Leschyshyn, Jake  - A",1999-03-10 00:00:00,0,1,0,2,2,8/15,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,18.638356164383563
RW,20,"Oksanen, Emil",1998-09-25 00:00:00,0,2,+1,4,0,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,19.09315068493151
C,23,"Steel, Sam  - C",1998-02-03 00:00:00,0,2,+2,3,0,11/18,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,19.734246575342464
C,25,"Muir, Cole *",2001-02-14 00:00:00,0,1,+1,0,0,3/5,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,16.7013698630137
LW,26,"Platt, Bryce",1998-05-18 00:00:00,1,1,+2,2,7,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,19.44931506849315
RW,28,"King, George",1998-06-10 00:00:00,1,0,+2,1,0,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,19.386301369863013
LW,32,"Holmes, Robbie",1999-07-22 00:00:00,2,0,+2,4,0,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,18.27123287671233
D,38,"Davidson, Dawson",1998-04-07 00:00:00,0,0,+3,2,0,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,19.561643835616437
D,40,"Williams, Owen",2000-09-26 00:00:00,0,0,0,0,0,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,17.087671232876712
D,55,"Schioler, Liam",1998-01-24 00:00:00,0,0,0,2,0,0/0,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,19.76164383561644
C,77,"Bradley, Matt  - A",1997-01-22 00:00:00,1,0,0,2,2,2/2,1014753,2017-10-24 19:00:00,Pats,133,6,8,39,19,20.767123287671232
D,2,"Schuldhaus, Brandon",1998-02-23 00:00:00,0,0,-2,0,0,0/0,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,19.67945205479452
D,3,"Donohoe, Hunter *",2000-07-07 00:00:00,0,0,-1,0,0,0/0,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,17.30958904109589
D,5,"Barteaux, Dawson",2000-01-12 00:00:00,0,0,-1,1,0,0/0,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,17.794520547945204
D,6,"Sakowich, Ethan",1999-02-04 00:00:00,0,0,0,1,9,0/0,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,18.731506849315068
D,7,"Sass, Carson",1999-05-22 00:00:00,0,0,-2,3,2,0/0,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,18.438356164383563
D,8,"Herauf, Jacob",2000-05-16 00:00:00,0,0,+1,0,0,0/0,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,17.45205479452055
RW,9,"McCarty, Mason  - A",1997-01-26 00:00:00,0,0,-1,3,0,1/2,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,20.756164383561643
RW,12,"Douglas, Chris",2000-07-06 00:00:00,0,0,0,3,0,0/0,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,17.312328767123287
RW,14,"Pratt, Austin",1999-07-30 00:00:00,0,0,0,7,0,1/3,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,18.24931506849315
C,15,"Lowry, Chase *",2000-05-12 00:00:00,0,0,0,0,0,0/0,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,17.46301369863014
LW,16,"Pawlenchuk, Grayson  - C",1997-03-22 00:00:00,0,1,+1,6,0,6/16,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,20.605479452054794
RW,17,"Johnson, Reese",1998-07-10 00:00:00,0,0,-1,4,0,9/18,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,19.304109589041097
LW,18,"Cutler, Brandon",2000-01-04 00:00:00,0,0,-1,0,0,0/0,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,17.816438356164383
RW,19,"Zablocki, Lane  - A",1998-12-27 00:00:00,1,0,+1,2,2,0/0,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,18.838356164383562
LW,20,"Bains, Akash",1999-02-16 00:00:00,0,0,-1,0,0,1/3,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,18.698630136986303
C,21,"Reichel, Kristian *",1998-06-11 00:00:00,0,1,-2,0,0,4/8,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,19.383561643835616
LW,22,"Hagel, Brandon  - A",1998-08-27 00:00:00,1,0,-2,1,2,2/2,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,19.172602739726027
RW,27,"Dmytriw, Jared",1998-06-06 00:00:00,0,0,+1,1,0,2/4,1014754,2017-10-24 19:00:00,Rebels,134,2,2,32,15,19.397260273972602
D,2,"Craven, Joel *",2000-06-27 00:00:00,1,0,+1,1,0,0/0,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,17.336986301369862
D,3,"MacPhee, Cameron",1999-05-17 00:00:00,0,0,0,0,0,0/0,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,18.45205479452055
D,5,"Rubins, Kristians",1997-12-11 00:00:00,0,1,+1,2,0,0/0,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,19.882191780821916
D,6,"MacPherson, Dylan",1998-04-27 00:00:00,0,1,+1,0,0,0/0,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,19.506849315068493
RW,7,"Ostir, Hayden",1999-07-06 00:00:00,0,1,+2,1,0,0/1,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,18.315068493150687
C,10,"Hamblin, James",1999-04-27 00:00:00,0,2,+1,6,2,13/26,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,18.506849315068493
LW,12,"Rybinski, Henry *",2001-06-26 00:00:00,0,0,0,2,0,4/5,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,16.339726027397262
RW,14,"Jevne, Ryan  - A",1998-04-08 00:00:00,1,0,+1,3,5,1/1,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,19.55890410958904
C,17,"Haden, Gary",1999-01-23 00:00:00,0,0,0,3,2,3/5,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,18.764383561643836
D,19,"Quenneville, David  - A",1998-03-13 00:00:00,1,0,0,4,2,0/0,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,19.63013698630137
RW,21,"Heathcote, Dawson *",2000-01-02 00:00:00,0,0,-1,1,0,0/0,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,17.82191780821918
RW,22,"Preziuso, Tyler",1999-01-19 00:00:00,1,0,+1,1,0,1/1,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,18.775342465753425
RW,24,"Williams, Josh *",2001-03-08 00:00:00,0,0,0,3,0,0/1,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,16.64109589041096
D,25,"Nassen, Linus",1998-05-10 00:00:00,0,1,0,1,0,0/0,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,19.471232876712328
D,26,"Gally, Dalton",1998-01-26 00:00:00,0,0,+1,0,0,0/0,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,19.756164383561643
LW,27,"Rassell, Mark  - C",1997-02-28 00:00:00,0,0,+1,4,0,2/2,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,20.665753424657535
LW,29,"Chyzowski, Ryan",2000-05-14 00:00:00,1,0,+2,1,0,5/10,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,17.457534246575342
C,36,"White, Jaeger",1998-04-03 00:00:00,0,0,-1,0,10,1/4,1014754,2017-10-24 19:00:00,Tigers,134,5,6,33,21,19.572602739726026
D,3,"Kustra, Jake",1999-04-20 00:00:00,0,0,-2,1,0,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,18.526027397260275
D,6,"Rubinchik, Mark",1999-03-21 00:00:00,0,0,-3,1,0,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,18.60821917808219
D,8,"Bafaro, Seth",2000-05-16 00:00:00,0,0,-1,3,2,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,17.45205479452055
C,9,"Hebig, Cameron",1997-01-21 00:00:00,0,0,-2,5,0,13/18,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,20.76986301369863
LW,11,"Atwal, Arjun",1999-09-30 00:00:00,0,0,0,0,0,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,18.07945205479452
C,18,"Goethals, Bradly",1998-06-17 00:00:00,0,0,-3,2,0,2/3,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,19.367123287671234
C,20,"Ramsay, Gage",1998-10-15 00:00:00,0,1,0,4,0,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,19.03835616438356
LW,21,"MacKenzie, Lukus",1999-04-26 00:00:00,0,0,-2,2,2,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,18.50958904109589
LW,23,"Shmyr, Braylon  - A",1997-05-16 00:00:00,0,0,-4,2,0,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,20.454794520547946
LW,24,"Michaud, Dryden",1998-03-17 00:00:00,1,0,0,4,0,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,19.61917808219178
D,25,"Hájek, Libor  - A",1998-02-04 00:00:00,0,1,+1,2,0,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,19.731506849315068
RW,39,"Fantillo, Caleb",1998-04-21 00:00:00,0,0,-1,0,2,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,19.523287671232875
C,44,"Wouters, Chase",2000-02-08 00:00:00,0,0,-1,2,2,7/13,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,17.720547945205478
D,47,"Fiala, Evan  - C",1997-06-07 00:00:00,0,0,-4,3,0,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,20.394520547945206
C,49,"Machado, Brandon *",2000-04-07 00:00:00,0,0,0,2,0,4/9,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,17.55890410958904
D,52,"Caller, Jackson",1999-07-15 00:00:00,0,1,+1,3,0,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,18.29041095890411
C,61,"Paterson, Josh",1999-01-21 00:00:00,1,1,+1,3,0,0/0,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,18.76986301369863
C,77,"Dach, Kirby *",2001-01-21 00:00:00,0,0,0,1,0,4/9,1014755,2017-10-24 19:05:00,Blades,135,2,4,40,8,16.767123287671232
D,4,"Jarratt, Ralph  - A",1998-03-18 00:00:00,0,0,+1,2,0,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,19.616438356164384
D,5,"Prowse, Mitchell",2000-06-08 00:00:00,0,1,+4,0,0,1/1,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,17.389041095890413
D,7,"Walford, Scott",1999-01-12 00:00:00,0,1,0,1,0,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,18.794520547945204
D,9,"Smith, Matthew *",2000-04-13 00:00:00,0,0,0,1,0,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,17.542465753424658
C,10,"Peckford, Ryan",1999-03-04 00:00:00,0,0,-1,0,0,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,18.654794520547945
C,11,"Phillips, Matthew  - C",1998-04-06 00:00:00,1,0,0,3,0,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,19.564383561643837
RW,12,"Gerth, Spencer",1998-05-15 00:00:00,0,0,+1,0,2,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,19.457534246575342
C,14,"Florchuk, Eric",2000-01-10 00:00:00,0,0,+1,0,0,9/16,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,17.8
LW,15,"Martynov, Igor *",1999-01-19 00:00:00,0,0,+1,0,2,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,18.775342465753425
C,17,"Soy, Tyler",1997-02-10 00:00:00,1,1,+2,3,0,6/12,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,20.715068493150685
C,19,"Hannoun, Dante",1998-08-02 00:00:00,1,1,+2,1,0,5/15,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,19.24109589041096
RW,22,"Khomenko, Yan",1998-03-31 00:00:00,0,3,+3,1,2,0/1,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,19.58082191780822
LW,23,"Legien, Jared",1998-09-02 00:00:00,1,0,+1,4,0,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,19.156164383561645
RW,24,"Nagy, Regan  - A",1997-05-11 00:00:00,3,1,+4,7,2,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,20.46849315068493
RW,25,"Kambeitz, Dino *",2000-01-25 00:00:00,0,0,+1,1,0,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,17.75890410958904
D,27,"Freadrich, Jared",1998-03-04 00:00:00,0,0,0,2,0,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,19.654794520547945
D,29,"Reddekopp, Chaz  - A",1997-01-01 00:00:00,0,1,+1,0,0,0/0,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,20.824657534246576
LW,34,"Oliver, Kaid",2000-01-24 00:00:00,0,0,-2,0,0,1/7,1014755,2017-10-24 19:05:00,Royals,135,7,9,26,8,17.76164383561644
D,4,"MacEachern, Conor",1998-12-08 00:00:00,0,0,-1,0,0,0/0,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,18.89041095890411
D,5,"Quigley, Matthew",1999-01-04 00:00:00,0,0,-1,1,0,0/0,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,18.816438356164383
C,7,"Kolle, Ty *",2000-04-11 00:00:00,0,0,-2,1,0,1/1,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,17.54794520547945
C,8,"Glass, Cody",1999-04-01 00:00:00,0,1,0,5,0,5/13,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,18.578082191780823
LW,9,"Gilliss, Lane",1999-10-01 00:00:00,0,1,0,0,0,0/0,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,18.076712328767123
LW,11,"Sharp, Bronson",1999-12-29 00:00:00,0,0,-2,1,0,0/0,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,17.832876712328765
C,14,"Gricius, Jake",1999-10-13 00:00:00,0,0,-2,5,0,5/12,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,18.043835616438358
D,15,"Ludvig, John *",2000-08-02 00:00:00,0,0,-1,0,0,0/0,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,17.23835616438356
D,16,"Jokiharju, Henri",1999-06-17 00:00:00,0,0,-1,4,0,0/0,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,18.367123287671234
C,17,"Overhardt, Alex  - A",1997-01-15 00:00:00,1,0,0,2,0,9/22,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,20.786301369863015
LW,20,"Blichfeld, Joachim",1998-07-17 00:00:00,0,0,-1,3,2,0/1,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,19.284931506849315
D,21,"De Jong, Brendan  - A",1998-03-23 00:00:00,0,0,-2,1,0,0/0,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,19.602739726027398
LW,22,"Bellows, Kieffer",1998-06-10 00:00:00,2,1,0,10,2,0/0,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,19.386301369863013
C,23,"Colina, Ilijah",2000-02-18 00:00:00,0,1,-1,4,0,0/1,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,17.693150684931506
C,38,"Newkirk, Reece *",2001-02-20 00:00:00,0,0,-1,1,0,3/5,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,16.684931506849313
LW,43,"McKenzie, Skyler",1998-01-20 00:00:00,1,2,0,8,0,7/13,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,19.77260273972603
D,44,"Texeira, Keoni  - C",1997-03-24 00:00:00,0,1,0,0,0,0/0,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,20.6
D,58,"Hanus, Clay *",2001-03-25 00:00:00,0,0,0,1,9,0/0,1014756,2017-10-24 19:00:00,Winterhawks,136,4,7,47,13,16.594520547945205
D,4,"Woo, Jett",2000-07-27 00:00:00,1,1,+3,2,2,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,17.254794520547946
D,5,"Paradis, Colin",1998-04-27 00:00:00,0,0,-1,1,0,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,19.506849315068493
LW,7,"Kaluski, Jaxan *",1999-04-27 00:00:00,0,0,0,0,5,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,18.506849315068493
C,8,"Almeida, Justin ",1999-02-06 00:00:00,0,1,+1,4,0,11/19,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,18.726027397260275
LW,10,"Jeannot, Tanner  - A",1997-05-29 00:00:00,1,1,+2,4,0,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,20.41917808219178
C,12,"Halbgewachs, Jayden",1997-03-22 00:00:00,1,4,+3,4,0,1/1,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,20.605479452054794
LW,14,"Smithies, Tyler *",2000-07-27 00:00:00,0,0,0,0,0,0/1,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,17.254794520547946
D,16,"Hartje, Chase *",1999-12-17 00:00:00,0,1,+3,0,0,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,17.865753424657534
LW,17,"Wood, Brecon",2000-12-05 00:00:00,0,0,-1,0,0,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,16.895890410958906
C,18,"Popple, Tate *",2000-03-03 00:00:00,0,0,0,0,0,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,17.654794520547945
LW,19,"Burke, Brayden",1997-01-01 00:00:00,0,1,+1,1,2,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,20.824657534246576
LW,20,"Klatt, Branden",1998-10-20 00:00:00,0,0,-2,3,0,7/14,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,19.024657534246575
C,21,"Howden, Brett  - C",1998-03-29 00:00:00,2,1,+4,7,0,18/32,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,19.586301369863012
LW,23,"Langan, Tristin",1998-12-15 00:00:00,0,0,-1,0,0,1/1,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,18.87123287671233
D,26,"Benson, Matthew *",2000-11-24 00:00:00,0,0,0,0,4,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,16.926027397260274
C,27,"Burzan, Luka",2000-01-07 00:00:00,1,0,+1,5,0,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,17.80821917808219
D,76,"Sosunov, Oleg",1998-04-13 00:00:00,0,0,-1,5,0,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,19.545205479452054
D,95,"Zaitsev, Dmitri",1998-01-18 00:00:00,0,0,+2,1,2,0/0,1014756,2017-10-24 19:00:00,Warriors,136,6,10,37,15,19.778082191780822
D,2,"Craven, Joel *",2000-06-27 00:00:00,0,1,+2,1,0,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,17.339726027397262
D,5,"Rubins, Kristians",1997-12-11 00:00:00,0,1,+1,2,0,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,19.884931506849316
D,6,"MacPherson, Dylan",1998-04-27 00:00:00,0,0,+1,2,0,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,19.50958904109589
RW,7,"Ostir, Hayden",1999-07-06 00:00:00,1,1,-2,3,0,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,18.317808219178083
C,10,"Hamblin, James",1999-04-27 00:00:00,1,1,-1,3,2,12/28,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,18.50958904109589
LW,12,"Rybinski, Henry *",2001-06-26 00:00:00,0,0,+1,0,0,0/6,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,16.34246575342466
RW,14,"Jevne, Ryan  - A",1998-04-08 00:00:00,0,1,+2,1,2,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,19.561643835616437
C,17,"Haden, Gary",1999-01-23 00:00:00,0,2,+1,2,0,4/9,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,18.767123287671232
D,19,"Quenneville, David  - A",1998-03-13 00:00:00,1,0,0,1,0,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,19.632876712328766
RW,21,"Heathcote, Dawson *",2000-01-02 00:00:00,0,0,+1,1,0,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,17.824657534246576
RW,22,"Preziuso, Tyler",1999-01-19 00:00:00,1,0,+3,2,0,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,18.778082191780822
RW,24,"Williams, Josh *",2001-03-08 00:00:00,2,0,+1,5,0,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,16.643835616438356
D,25,"Nassen, Linus",1998-05-10 00:00:00,0,0,-1,2,2,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,19.473972602739725
D,26,"Gally, Dalton",1998-01-26 00:00:00,0,0,0,1,5,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,19.75890410958904
LW,27,"Rassell, Mark  - C",1997-02-28 00:00:00,0,2,-1,4,0,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,20.66849315068493
LW,29,"Chyzowski, Ryan",2000-05-14 00:00:00,1,2,+2,2,0,11/17,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,17.46027397260274
D,34,"Clayton, Cole *",2000-02-29 00:00:00,0,0,0,0,0,0/0,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,17.665753424657535
C,36,"White, Jaeger",1998-04-03 00:00:00,0,0,0,2,0,3/6,1014757,2017-10-25 19:00:00,Tigers,137,7,11,34,11,19.575342465753426
D,3,"Leduc, Matt",2000-01-10 00:00:00,0,0,0,0,0,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,17.802739726027397
D,4,"Faith, Jeff  - A",1998-01-06 00:00:00,0,0,0,2,0,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,19.813698630136987
D,6,"Helgesen, Tyson  - C",1997-06-10 00:00:00,0,0,-3,5,2,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,20.389041095890413
D,7,"Reid, Nolan",1998-03-24 00:00:00,1,1,+1,2,0,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,19.602739726027398
RW,9,"Fischer, Zach",1997-07-19 00:00:00,1,0,+1,3,0,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,20.28219178082192
LW,10,"McIndoe, Ethan",1999-07-22 00:00:00,0,0,-2,2,2,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,18.273972602739725
C,11,"Anderson-Dolan, Jaret  - A",1999-09-12 00:00:00,0,0,-4,3,0,10/16,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,18.13150684931507
RW,12,"Chenier, Cedric *",2000-02-05 00:00:00,0,0,-4,5,0,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,17.731506849315068
LW,13,"Woods, Riley",1998-06-25 00:00:00,1,1,+3,3,0,3/5,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,19.34794520547945
LW,16,"Ross, Taylor",1998-02-20 00:00:00,0,0,-1,1,4,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,19.69041095890411
D,18,"Kral, Filip *",1999-10-20 00:00:00,0,1,+1,1,2,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,18.027397260273972
LW,19,"Fafrak, Milos *",1999-07-08 00:00:00,0,0,0,2,0,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,18.312328767123287
D,24,"Smith, Ty  - A",2000-03-24 00:00:00,0,0,0,0,0,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,17.6
C,26,"Elynuik, Hudson",1997-10-12 00:00:00,1,2,+3,3,0,10/18,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,20.04931506849315
LW,27,"McKay, Riley",1999-03-07 00:00:00,0,0,-1,2,5,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,18.649315068493152
C,29,"Zummack, Eli",2000-03-22 00:00:00,0,0,0,4,0,8/15,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,17.605479452054794
D,32,"Hamaliuk, Dalton",1998-03-21 00:00:00,0,0,-2,2,0,0/0,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,19.610958904109587
RW,36,"Chorney, Carter *",2001-02-06 00:00:00,0,0,-2,0,0,5/12,1014757,2017-10-25 19:00:00,Chiefs,137,4,5,40,15,16.726027397260275
D,5,"Hayes, Zack",1999-04-24 00:00:00,0,0,0,1,0,0/0,1014758,2017-10-25 19:00:00,Raiders,138,4,6,37,4,18.517808219178082
D,6,"Budik, Vojtech",1998-01-29 00:00:00,0,0,+1,2,0,0/0,1014758,2017-10-25 19:00:00,Raiders,138,4,6,37,4,19.75068493150685
D,8,"Pachal, Brayden  - A",1999-08-23 00:00:00,0,1,0,4,0,0/0,1014758,2017-10-25 19:00:00,Raiders,138,4,6,37,4,18.186301369863013
D,10,"Martin, Max",1999-07-25 00:00:00,1,1,+1,3,0,0/0,1014758,2017-10-25 19:00:00,Raiders,138,4,6,37,4,18.265753424657536
C,11,"Moe, Spencer",2000-01-07 00:00:00,0,0,-1,4,0,3/6,1014758,2017-10-25 19:00:00,Raiders,138,4,6,37,4,17.81095890410959
