position,number,name,birthday,draft status,goals,assists,+/-,shots,pims,fow,game ID,game date,team,game number,team goals,team assists,team shots,team pims,player age,season
D,2,"Scantlebury, Thomas",1980-06-01 00:00:00,Undrafted,0,0,0,0,4,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,20.720547945205478, 2000-2001 WHL Season
D,3,"Jacques, Matt",1982-03-29 00:00:00,Undrafted,0,0,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,18.895890410958906, 2000-2001 WHL Season
D,4,"Cole, Phil",1982-09-06 00:00:00,Undrafted,0,0,0,0,2,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,18.454794520547946, 2000-2001 WHL Season
D,5,"Ferguson, Simon",1983-04-06 00:00:00,Undrafted,0,0,0,0,2,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,17.873972602739727, 2000-2001 WHL Season
C,8,"O'Malley, Brett",1984-03-14 00:00:00,Undrafted,0,0,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,16.934246575342467, 2000-2001 WHL Season
C,9,"Kopecky, Tomas",1982-02-05 00:00:00,Undrafted,0,2,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,19.03835616438356, 2000-2001 WHL Season
C,15,"McCutcheon, Warren",1982-08-06 00:00:00,Undrafted,0,0,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,18.53972602739726, 2000-2001 WHL Season
LW,16,"Green, Tim",1981-09-22 00:00:00,Undrafted,2,0,0,2,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,19.410958904109588, 2000-2001 WHL Season
C,17,"Barrett, Nathan",1981-08-03 00:00:00,Undrafted,0,1,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,19.54794520547945, 2000-2001 WHL Season
RW,19,"Ruck, Derek",1982-03-30 00:00:00,Undrafted,0,0,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,18.893150684931506, 2000-2001 WHL Season
RW,21,"Lynch, Darren",1983-07-07 00:00:00,Undrafted,0,0,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,17.621917808219177, 2000-2001 WHL Season
LW,22,"Ballman, Brian",1980-04-16 00:00:00,Undrafted,0,0,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,20.846575342465755, 2000-2001 WHL Season
C,24,"Podlesak, Martin",1982-09-26 00:00:00,Undrafted,0,0,0,0,2,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,18.4, 2000-2001 WHL Season
LW,25,"Grant, Triston",1984-02-02 00:00:00,Undrafted,0,0,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,17.046575342465754, 2000-2001 WHL Season
D,26,"Forth, Mark",1981-09-28 00:00:00,Undrafted,0,0,0,0,2,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,19.394520547945206, 2000-2001 WHL Season
RW,27,"Patterson, Brian",no birthday,Undrafted,0,0,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,no birthday, 2000-2001 WHL Season
D,28,"Johnson, Adam",1980-08-02 00:00:00,Undrafted,0,0,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,20.55068493150685, 2000-2001 WHL Season
LW,29,"Borders, Scott",1981-08-31 00:00:00,Undrafted,0,0,0,0,0,0/0,23650,2001-02-14 19:00:00,Lethbridge,505,2,3,2,12,19.471232876712328, 2000-2001 WHL Season
D,2,"Heid, Chris",1983-03-14 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,17.945205479452056, 2000-2001 WHL Season
D,4,"Ovington, Chris",1980-08-15 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,20.523287671232875, 2000-2001 WHL Season
D,5,"Barr, Chris",1982-04-12 00:00:00,Undrafted,0,0,-1,0,0,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,18.865753424657534, 2000-2001 WHL Season
D,7,"Mann, Stephen",1983-08-28 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,17.487671232876714, 2000-2001 WHL Season
D,11,"Wallin, Mason",1982-05-19 00:00:00,Undrafted,0,0,-1,0,0,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,18.764383561643836, 2000-2001 WHL Season
RW,12,"Horman, Barry",1984-07-07 00:00:00,Undrafted,0,0,0,0,2,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,16.627397260273973, 2000-2001 WHL Season
LW,15,"Henkelman, Scott",no birthday,Undrafted,0,0,0,0,2,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,no birthday, 2000-2001 WHL Season
LW,16,"Thompson, Shawn",1980-05-28 00:00:00,Undrafted,1,0,-1,1,0,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,20.73972602739726, 2000-2001 WHL Season
C,17,"Kehler, Joff",1983-06-14 00:00:00,Undrafted,0,0,0,0,2,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,17.693150684931506, 2000-2001 WHL Season
C,18,"Lipka, Ratislav",1983-05-09 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,17.791780821917808, 2000-2001 WHL Season
C,20,"Schell, Brad",1984-08-05 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,16.54794520547945, 2000-2001 WHL Season
D,21,"Boychuk, David",1981-07-16 00:00:00,Undrafted,0,0,-1,0,2,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,19.605479452054794, 2000-2001 WHL Season
C,22,"Tvrdon, Roman",1981-01-29 00:00:00,Undrafted,0,0,0,0,2,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,20.065753424657533, 2000-2001 WHL Season
LW,24,"Clarke, Jordan",1982-01-27 00:00:00,Undrafted,0,0,0,0,4,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,19.07123287671233, 2000-2001 WHL Season
LW,25,"Desautels, Jevon",1984-03-15 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,16.93972602739726, 2000-2001 WHL Season
C,27,"Loyns, Lynn",1981-02-21 00:00:00,Undrafted,0,1,0,0,2,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,20.002739726027396, 2000-2001 WHL Season
LW,28,"Krymusa, Tim",1982-01-23 00:00:00,Undrafted,0,0,-1,0,2,0/0,23651,2001-02-17 19:00:00,Spokane,518,1,1,1,18,19.08219178082192, 2000-2001 WHL Season
D,2,"Kinch, Matt",1980-02-17 00:00:00,Undrafted,1,0,0,1,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,21.016438356164382, 2000-2001 WHL Season
D,3,"Boychuk, Johnny",1984-01-19 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,17.09315068493151, 2000-2001 WHL Season
D,6,"Sarich, Rod",1981-03-23 00:00:00,Undrafted,0,1,+1,0,2,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,19.92054794520548, 2000-2001 WHL Season
C,7,"Gomez, Robin",1981-10-15 00:00:00,Undrafted,0,0,0,0,4,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,19.356164383561644, 2000-2001 WHL Season
RW,8,"Brendl, Pavel",1981-03-23 00:00:00,Undrafted,0,0,0,0,2,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,19.92054794520548, 2000-2001 WHL Season
LW,10,"Krestanovich, Jordan",1981-06-05 00:00:00,Undrafted,0,1,0,0,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,19.71780821917808, 2000-2001 WHL Season
RW,11,"McAslan, Sean",1980-01-12 00:00:00,Undrafted,0,0,0,0,2,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,21.115068493150684, 2000-2001 WHL Season
RW,12,"Segal, Brandon",1983-07-12 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,17.616438356164384, 2000-2001 WHL Season
LW,14,"Bubnick, Michael",1982-01-10 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,19.117808219178084, 2000-2001 WHL Season
C,15,"Beech, Kris",1981-02-05 00:00:00,Undrafted,0,2,+1,0,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,20.046575342465754, 2000-2001 WHL Season
C,16,"Wolkowski, Chad",1983-05-13 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,17.78082191780822, 2000-2001 WHL Season
RW,18,"Norrie, Shaun",no birthday,Undrafted,0,0,0,0,2,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,no birthday, 2000-2001 WHL Season
D,19,"Davis, Wade",1982-04-13 00:00:00,Undrafted,0,0,+1,0,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,18.863013698630137, 2000-2001 WHL Season
C,21,"Fussey, Owen",1983-04-02 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,17.893150684931506, 2000-2001 WHL Season
RW,24,"Sutter, Shaun",1980-02-25 00:00:00,Undrafted,2,1,+1,2,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,20.994520547945207, 2000-2001 WHL Season
C,27,"Breitkreuz, Adam",1983-05-15 00:00:00,Undrafted,0,0,0,0,2,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,17.775342465753425, 2000-2001 WHL Season
D,29,"Carli, Jared",1982-02-17 00:00:00,Undrafted,0,1,+1,0,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,19.013698630136986, 2000-2001 WHL Season
D,33,"Bader, Toni",1981-01-25 00:00:00,Undrafted,0,0,0,0,0,0/0,23651,2001-02-17 19:00:00,Calgary,518,3,6,3,14,20.076712328767123, 2000-2001 WHL Season
D,2,"Heid, Chris",1983-03-14 00:00:00,Undrafted,0,0,-2,0,2,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,17.956164383561642, 2000-2001 WHL Season
D,4,"Ovington, Chris",1980-08-15 00:00:00,Undrafted,0,0,-1,0,0,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,20.534246575342465, 2000-2001 WHL Season
D,5,"Barr, Chris",1982-04-12 00:00:00,Undrafted,0,0,-1,0,4,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,18.876712328767123, 2000-2001 WHL Season
C,9,"Lucky, Jeff",1983-03-17 00:00:00,Undrafted,0,0,-1,0,0,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,17.947945205479453, 2000-2001 WHL Season
C,10,"Cote, Brandin",1981-04-21 00:00:00,Undrafted,0,0,-1,0,0,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,19.852054794520548, 2000-2001 WHL Season
D,11,"Wallin, Mason",1982-05-19 00:00:00,Undrafted,0,0,-2,0,2,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,18.775342465753425, 2000-2001 WHL Season
RW,12,"Horman, Barry",1984-07-07 00:00:00,Undrafted,0,0,-2,0,0,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,16.638356164383563, 2000-2001 WHL Season
LW,15,"Henkelman, Scott",no birthday,Undrafted,0,0,-1,0,0,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,no birthday, 2000-2001 WHL Season
LW,16,"Thompson, Shawn",1980-05-28 00:00:00,Undrafted,0,0,0,0,2,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,20.75068493150685, 2000-2001 WHL Season
C,17,"Kehler, Joff",1983-06-14 00:00:00,Undrafted,0,0,0,0,2,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,17.704109589041096, 2000-2001 WHL Season
C,20,"Schell, Brad",1984-08-05 00:00:00,Undrafted,0,0,-1,0,0,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,16.55890410958904, 2000-2001 WHL Season
D,21,"Boychuk, David",1981-07-16 00:00:00,Undrafted,0,0,-1,0,7,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,19.616438356164384, 2000-2001 WHL Season
C,22,"Tvrdon, Roman",1981-01-29 00:00:00,Undrafted,0,0,-1,0,0,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,20.076712328767123, 2000-2001 WHL Season
LW,23,"Thorpe, Ryan",1981-02-06 00:00:00,Undrafted,0,0,-1,0,0,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,20.054794520547944, 2000-2001 WHL Season
LW,24,"Clarke, Jordan",1982-01-27 00:00:00,Undrafted,0,0,-3,0,5,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,19.08219178082192, 2000-2001 WHL Season
LW,25,"Desautels, Jevon",1984-03-15 00:00:00,Undrafted,0,0,0,0,2,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,16.95068493150685, 2000-2001 WHL Season
C,27,"Loyns, Lynn",1981-02-21 00:00:00,Undrafted,0,0,-1,0,2,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,20.013698630136986, 2000-2001 WHL Season
LW,28,"Krymusa, Tim",1982-01-23 00:00:00,Undrafted,0,0,-1,0,0,0/0,23652,2001-02-21 19:00:00,Spokane,533,0,0,0,28,19.09315068493151, 2000-2001 WHL Season
D,2,"Meech, Derek",1984-04-21 00:00:00,Undrafted,0,0,+1,0,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,16.84931506849315, 2000-2001 WHL Season
D,4,"Thoma, Bryce",1982-05-04 00:00:00,Undrafted,0,0,0,0,2,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,18.816438356164383, 2000-2001 WHL Season
D,5,"Robinson, Darcy",1981-05-03 00:00:00,Undrafted,1,0,+1,1,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,19.81917808219178, 2000-2001 WHL Season
D,6,"Woywitka, Jeff",1983-09-01 00:00:00,Undrafted,0,1,+1,0,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,17.487671232876714, 2000-2001 WHL Season
D,8,"Lupaschuk, Ross",1981-01-19 00:00:00,Undrafted,0,0,+2,0,2,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,20.104109589041094, 2000-2001 WHL Season
C,9,"Armstrong, Colby",1982-11-23 00:00:00,Undrafted,0,1,+1,0,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,18.26027397260274, 2000-2001 WHL Season
C,10,"Stepp, Joel",1983-02-11 00:00:00,Undrafted,1,0,+1,1,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,18.041095890410958, 2000-2001 WHL Season
C,12,"Bergen, Andrew",1981-10-06 00:00:00,Undrafted,1,0,+1,1,2,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,19.39178082191781, 2000-2001 WHL Season
C,16,"Mapletoft, Justin",1981-01-11 00:00:00,Undrafted,1,0,+1,1,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,20.126027397260273, 2000-2001 WHL Season
LW,17,"Smith, Jeff",1981-01-02 00:00:00,Undrafted,0,1,+2,0,2,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,20.15068493150685, 2000-2001 WHL Season
LW,18,"Francon, Devin",1980-02-14 00:00:00,Undrafted,0,0,0,0,12,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,21.035616438356165, 2000-2001 WHL Season
C,19,"Gordon, Boyd",1983-10-19 00:00:00,Undrafted,0,2,+2,0,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,17.356164383561644, 2000-2001 WHL Season
D,20,"Vandermeer, Jim",1980-02-21 00:00:00,Undrafted,1,0,+1,1,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,21.016438356164382, 2000-2001 WHL Season
RW,21,"Kouba, Ladislav",1983-09-10 00:00:00,Undrafted,0,0,+1,0,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,17.46301369863014, 2000-2001 WHL Season
C,23,"Kelly, Diarmuid",1982-04-13 00:00:00,Undrafted,0,0,+1,0,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,18.873972602739727, 2000-2001 WHL Season
C,24,"Lynch, Doug",1983-04-04 00:00:00,Undrafted,0,1,+2,0,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,17.898630136986302, 2000-2001 WHL Season
RW,26,"Wanvig, Kyle",1981-01-29 00:00:00,Undrafted,0,1,+1,0,2,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,20.076712328767123, 2000-2001 WHL Season
LW,29,"Erat, Martin",1981-08-28 00:00:00,Undrafted,0,0,+1,0,0,0/0,23652,2001-02-21 19:00:00,Red Deer,533,5,7,5,22,19.4986301369863, 2000-2001 WHL Season
D,2,"Heid, Chris",1983-03-14 00:00:00,Undrafted,0,0,-2,0,2,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,17.964383561643835, 2000-2001 WHL Season
D,4,"Ovington, Chris",1980-08-15 00:00:00,Undrafted,0,0,-2,0,5,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,20.542465753424658, 2000-2001 WHL Season
D,5,"Barr, Chris",1982-04-12 00:00:00,Undrafted,0,0,0,0,6,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,18.884931506849316, 2000-2001 WHL Season
C,9,"Lucky, Jeff",1983-03-17 00:00:00,Undrafted,0,0,-1,0,0,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,17.956164383561642, 2000-2001 WHL Season
C,10,"Cote, Brandin",1981-04-21 00:00:00,Undrafted,0,0,0,0,12,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,19.86027397260274, 2000-2001 WHL Season
D,11,"Wallin, Mason",1982-05-19 00:00:00,Undrafted,1,0,-1,1,0,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,18.783561643835615, 2000-2001 WHL Season
RW,12,"Horman, Barry",1984-07-07 00:00:00,Undrafted,0,0,0,0,0,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,16.646575342465752, 2000-2001 WHL Season
LW,15,"Henkelman, Scott",no birthday,Undrafted,0,1,0,0,2,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,no birthday, 2000-2001 WHL Season
LW,16,"Thompson, Shawn",1980-05-28 00:00:00,Undrafted,0,0,-1,0,0,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,20.75890410958904, 2000-2001 WHL Season
C,17,"Kehler, Joff",1983-06-14 00:00:00,Undrafted,0,0,0,0,0,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,17.71232876712329, 2000-2001 WHL Season
C,20,"Schell, Brad",1984-08-05 00:00:00,Undrafted,0,0,-2,0,0,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,16.567123287671233, 2000-2001 WHL Season
D,21,"Boychuk, David",1981-07-16 00:00:00,Undrafted,0,0,0,0,13,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,19.624657534246577, 2000-2001 WHL Season
C,22,"Tvrdon, Roman",1981-01-29 00:00:00,Undrafted,0,1,-2,0,4,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,20.084931506849315, 2000-2001 WHL Season
LW,23,"Thorpe, Ryan",1981-02-06 00:00:00,Undrafted,0,0,0,0,12,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,20.063013698630137, 2000-2001 WHL Season
LW,24,"Clarke, Jordan",1982-01-27 00:00:00,Undrafted,0,0,+1,0,5,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,19.09041095890411, 2000-2001 WHL Season
LW,25,"Desautels, Jevon",1984-03-15 00:00:00,Undrafted,0,0,+1,0,17,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,16.958904109589042, 2000-2001 WHL Season
C,27,"Loyns, Lynn",1981-02-21 00:00:00,Undrafted,1,0,+1,1,0,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,20.02191780821918, 2000-2001 WHL Season
LW,28,"Krymusa, Tim",1982-01-23 00:00:00,Undrafted,0,0,-2,0,0,0/0,23653,2001-02-24 19:00:00,Spokane,546,2,2,2,78,19.101369863013698, 2000-2001 WHL Season
D,2,"Fischer, Cole",1981-12-23 00:00:00,Undrafted,0,0,0,0,2,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,19.186301369863013, 2000-2001 WHL Season
D,3,"Arsene, Dean",1980-07-20 00:00:00,Undrafted,0,1,0,0,4,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,20.613698630136987, 2000-2001 WHL Season
D,5,"Evans, Brennan",1982-01-06 00:00:00,Undrafted,1,0,0,1,15,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,19.147945205479452, 2000-2001 WHL Season
D,6,"Rome, Aaron",1983-09-27 00:00:00,Undrafted,0,0,-1,0,14,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,17.424657534246574, 2000-2001 WHL Season
RW,9,"Lee, Mike",1980-05-22 00:00:00,Undrafted,0,0,0,0,0,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,20.775342465753425, 2000-2001 WHL Season
RW,11,"DeCecco, Bret",1980-05-20 00:00:00,Undrafted,0,1,+1,0,4,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,20.78082191780822, 2000-2001 WHL Season
C,14,"Taylor, Adam",1984-06-24 00:00:00,Undrafted,0,0,0,0,0,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,16.682191780821917, 2000-2001 WHL Season
C,15,"Blatny, Zdenek",1981-01-14 00:00:00,Undrafted,1,0,0,1,6,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,20.126027397260273, 2000-2001 WHL Season
LW,17,"Jaffray, Jason",1981-06-30 00:00:00,Undrafted,0,0,+1,0,0,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,19.66849315068493, 2000-2001 WHL Season
D,18,"Johnson, Trevor",1982-01-25 00:00:00,Undrafted,0,1,+2,0,0,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,19.095890410958905, 2000-2001 WHL Season
C,19,"Svatos, Marek",1982-06-17 00:00:00,Undrafted,1,1,+1,1,4,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,18.704109589041096, 2000-2001 WHL Season
C,20,"Beechey, Tyler",1981-06-05 00:00:00,Undrafted,1,0,-1,1,0,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,19.736986301369864, 2000-2001 WHL Season
D,21,"Makway, Steve",1983-04-26 00:00:00,Undrafted,0,0,+1,0,15,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,17.846575342465755, 2000-2001 WHL Season
LW,22,"Iannone, Pat",no birthday,Undrafted,1,0,+2,1,2,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,no birthday, 2000-2001 WHL Season
RW,24,"Sinclair, Colin",1982-02-17 00:00:00,Undrafted,0,1,+1,0,4,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,19.03287671232877, 2000-2001 WHL Season
LW,25,"Hamula, Richard",no birthday,Undrafted,0,1,+1,0,0,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,no birthday, 2000-2001 WHL Season
C,26,"Bowen, Eric",1981-10-30 00:00:00,Undrafted,0,1,+1,0,5,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,19.334246575342465, 2000-2001 WHL Season
D,27,"Weller, Craig",1981-03-17 00:00:00,Undrafted,0,0,+1,0,7,0/0,23653,2001-02-24 19:00:00,Kootenay,546,5,7,5,82,19.956164383561642, 2000-2001 WHL Season
D,2,"Heid, Chris",1983-03-14 00:00:00,Undrafted,0,1,+2,0,2,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,17.994520547945207, 2000-2001 WHL Season
D,4,"Ovington, Chris",1980-08-15 00:00:00,Undrafted,0,0,-1,0,2,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,20.572602739726026, 2000-2001 WHL Season
D,5,"Barr, Chris",1982-04-12 00:00:00,Undrafted,0,0,-1,0,2,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,18.915068493150685, 2000-2001 WHL Season
C,9,"Lucky, Jeff",1983-03-17 00:00:00,Undrafted,0,0,-1,0,0,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,17.986301369863014, 2000-2001 WHL Season
C,10,"Cote, Brandin",1981-04-21 00:00:00,Undrafted,1,0,+2,1,6,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,19.89041095890411, 2000-2001 WHL Season
D,11,"Wallin, Mason",1982-05-19 00:00:00,Undrafted,0,1,+1,0,2,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,18.813698630136987, 2000-2001 WHL Season
LW,15,"Henkelman, Scott",no birthday,Undrafted,1,1,+2,1,0,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,no birthday, 2000-2001 WHL Season
LW,16,"Thompson, Shawn",1980-05-28 00:00:00,Undrafted,0,0,-1,0,0,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,20.78904109589041, 2000-2001 WHL Season
C,17,"Kehler, Joff",1983-06-14 00:00:00,Undrafted,0,0,0,0,4,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,17.742465753424657, 2000-2001 WHL Season
C,19,"Keith, Matthew",1983-04-11 00:00:00,Undrafted,0,1,+1,0,2,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,17.91780821917808, 2000-2001 WHL Season
C,20,"Schell, Brad",1984-08-05 00:00:00,Undrafted,0,0,-1,0,0,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,16.5972602739726, 2000-2001 WHL Season
D,21,"Boychuk, David",1981-07-16 00:00:00,Undrafted,0,1,+1,0,14,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,19.654794520547945, 2000-2001 WHL Season
C,22,"Tvrdon, Roman",1981-01-29 00:00:00,Undrafted,1,0,-1,1,2,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,20.115068493150684, 2000-2001 WHL Season
LW,24,"Clarke, Jordan",1982-01-27 00:00:00,Undrafted,0,0,0,0,17,0/0,23654,2001-03-07 19:00:00,Spokane,586,4,7,4,57,19.12054794520548, 2000-2001 WHL Season
