position,number,name,birthday,goals,assists,+/-,shots,pims,fow,game ID,game date,team,game number,team goals,team assists,team shots,team pims,player age
LW,15,"Mutter, Navrin *",2001-03-15 00:00:00,0,0,0,0,0,2/2,22577,2017-11-15 10:30:00,Bulldogs,197,4,8,36,12,16.682191780821917
C,17,"Saigeon, Brandon  - A",1998-06-14 00:00:00,1,0,+2,3,0,6/15,22577,2017-11-15 10:30:00,Bulldogs,197,4,8,36,12,19.435616438356163
LW,18,"Strome, Matthew",1999-01-06 00:00:00,0,1,0,3,2,0/2,22577,2017-11-15 10:30:00,Bulldogs,197,4,8,36,12,18.87123287671233
C,19,"Garagan, Ben",1999-01-06 00:00:00,0,0,0,2,0,2/6,22577,2017-11-15 10:30:00,Bulldogs,197,4,8,36,12,18.87123287671233
D,22,"Hanley, Jack  - A",1998-04-20 00:00:00,0,1,+1,0,0,0/0,22577,2017-11-15 10:30:00,Bulldogs,197,4,8,36,12,19.586301369863012
D,24,"Walters, Connor",1997-06-05 00:00:00,0,0,+1,0,0,0/0,22577,2017-11-15 10:30:00,Bulldogs,197,4,8,36,12,20.46027397260274
D,26,"Templeton, Stephen",1997-01-26 00:00:00,0,0,0,0,0,0/1,22577,2017-11-15 10:30:00,Bulldogs,197,4,8,36,12,20.816438356164383
RW,28,"Studenic, Marian",1998-10-28 00:00:00,0,2,+1,2,4,0/0,22577,2017-11-15 10:30:00,Bulldogs,197,4,8,36,12,19.063013698630137
RW,34,"Kaliyev, Arthur *",2001-06-26 00:00:00,1,0,0,3,0,0/0,22577,2017-11-15 10:30:00,Bulldogs,197,4,8,36,12,16.4
D,42,"Gleason, Benjamin",1998-03-25 00:00:00,0,1,+1,7,0,0/0,22577,2017-11-15 10:30:00,Bulldogs,197,4,8,36,12,19.65753424657534
C,91,"McMichael, Connor *",2001-01-15 00:00:00,0,0,0,2,0,5/11,22577,2017-11-15 10:30:00,Bulldogs,197,4,8,36,12,16.843835616438355
D,4,"Timms, Matthew",1998-05-12 00:00:00,0,0,0,0,0,0/0,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,19.526027397260275
D,5,"Black, Alex  - A",1997-09-12 00:00:00,0,0,-1,0,2,0/0,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,20.18904109589041
D,6,"Osmanski, Austin",1998-04-30 00:00:00,0,0,0,0,2,0/0,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,19.55890410958904
D,7,"Babintsev, Gleb *",2000-01-08 00:00:00,0,0,-2,1,0,0/0,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,17.865753424657534
D,8,"McNamara, Matt *",2000-05-10 00:00:00,0,0,0,1,2,0/0,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,17.528767123287672
C,12,"Paquette, Christopher",1998-03-27 00:00:00,0,0,0,2,0,7/15,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,19.65205479452055
RW,14,"Dow, Bobby",1998-11-05 00:00:00,0,0,-1,3,2,1/1,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,19.041095890410958
C,16,"Robertson, Nick *",2001-09-11 00:00:00,0,0,0,1,2,3/12,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,16.18904109589041
RW,17,"Gogolev, Pavel",2000-02-19 00:00:00,0,0,0,3,2,0/0,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,17.75068493150685
C,19,"Der-Arguchintsev, Semyon",2000-09-15 00:00:00,0,0,-1,1,0,6/15,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,17.17808219178082
D,20,"Chisholm, Declan",2000-01-12 00:00:00,0,0,-1,0,0,0/0,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,17.854794520547944
C,21,"Ang, Jonathan  - A",1998-01-31 00:00:00,0,0,-1,4,4,8/12,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,19.802739726027397
RW,22,"Denault, Chad *",2000-04-17 00:00:00,0,0,-1,0,0,0/1,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,17.59178082191781
LW,23,"Svoboda, Matyas",1999-01-02 00:00:00,0,0,-1,0,0,0/0,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,18.882191780821916
D,24,"Beraldo, Adrien *",2000-01-13 00:00:00,0,0,0,0,0,0/0,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,17.852054794520548
RW,25,"Korostelev, Nikita",1997-02-08 00:00:00,0,0,-1,1,0,0/3,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,20.78082191780822
RW,26,"Parker-Jones, John *",2000-04-07 00:00:00,0,0,0,0,2,0/0,22577,2017-11-15 10:30:00,Petes,197,0,0,17,18,17.61917808219178
D,6,"Gibson, Stephen",1997-03-03 00:00:00,1,0,+1,3,0,0/0,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,20.71780821917808
LW,7,"Little, Michael",2000-02-21 00:00:00,0,0,0,2,2,5/5,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,17.745205479452054
D,10,"Rippon, Merrick *",2000-04-27 00:00:00,0,1,+2,0,0,0/0,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,17.564383561643837
RW,11,"Schwindt, Cole *",2001-04-25 00:00:00,0,0,-2,0,0,0/1,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,16.56986301369863
LW,12,"Canade, Nicholas *",2000-03-07 00:00:00,0,0,0,0,0,0/0,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,17.704109589041096
C,15,"Boomhower, Shaw",1998-10-31 00:00:00,0,0,-2,2,0,0/1,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,19.054794520547944
D,16,"Hardy, Mason *",2000-04-03 00:00:00,0,0,-1,1,0,0/0,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,17.63013698630137
C,19,"McKinnon, Ian",1998-03-05 00:00:00,0,0,0,2,0,0/0,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,19.71232876712329
LW,26,"Cascagnette, Jacob",1997-03-22 00:00:00,0,1,-1,2,0,5/6,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,20.665753424657535
D,27,"Moverare, Jacob  - A",1998-08-31 00:00:00,0,2,+2,1,0,0/0,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,19.221917808219178
D,41,"Hague, Nicolas  - C",1998-12-05 00:00:00,0,0,0,2,2,0/0,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,18.958904109589042
LW,47,"Fox, Trent",1997-07-16 00:00:00,1,1,+2,1,2,19/22,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,20.34794520547945
D,48,"Harley, Thomas *",2001-08-19 00:00:00,0,0,-1,0,0,0/0,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,16.252054794520546
RW,61,"Harrogate, Brendan",1998-02-13 00:00:00,0,0,0,5,2,0/0,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,19.767123287671232
RW,74,"Tippett, Owen  - A",1999-02-16 00:00:00,1,1,+2,5,0,2/2,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,18.75890410958904
C,77,"Michnac, Albert",1998-10-18 00:00:00,1,0,0,3,0,0/0,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,19.09041095890411
C,91,"McLeod, Ryan  - A",1999-09-21 00:00:00,0,0,0,2,0,9/16,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,18.164383561643834
C,92,"Washkurak, Keean *",2001-08-16 00:00:00,1,2,+3,2,0,0/1,22578,2017-11-15 11:00:00,Steelheads,198,5,8,33,8,16.26027397260274
D,3,"Martin, Ryan",1999-06-14 00:00:00,0,0,+1,2,0,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,18.435616438356163
D,6,"Sambrook, Jordan",1998-04-11 00:00:00,0,2,+1,4,0,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,19.610958904109587
LW,7,"Girhiny, Christian",1998-08-21 00:00:00,1,0,+2,3,0,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,19.24931506849315
C,8,"Edwardson, Carson",1999-06-09 00:00:00,0,0,-1,0,0,1/4,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,18.44931506849315
LW,9,"Maksimovich, Kyle  - A",1998-03-10 00:00:00,0,0,-3,3,0,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,19.698630136986303
C,15,"Patry, Stephane *",2000-02-18 00:00:00,0,0,0,0,0,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,17.753424657534246
RW,17,"Raddysh, Taylor  - A",1998-02-18 00:00:00,0,1,0,2,0,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,19.753424657534246
D,20,"Wainman, Josh",1999-02-20 00:00:00,0,0,-2,1,2,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,18.747945205479454
LW,21,"Fellows, Patrick",1997-06-17 00:00:00,2,0,+3,3,0,0/1,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,20.427397260273974
C,22,"Mack, Joseph *",2000-01-06 00:00:00,0,0,0,1,0,0/1,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,17.87123287671233
RW,27,"Lodnia, Ivan",1999-08-31 00:00:00,1,0,0,4,0,4/17,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,18.221917808219178
D,34,"Duff, Jack *",2000-01-23 00:00:00,0,0,-1,2,0,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,17.824657534246576
C,39,"Poddubnyi, Gera",1999-06-09 00:00:00,0,0,-3,4,0,4/15,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,18.44931506849315
D,41,"Henry, Kurtis *",2000-04-14 00:00:00,0,0,0,0,2,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,17.6
RW,46,"Robinson, Cade",1999-10-22 00:00:00,0,0,-3,2,0,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,18.07945205479452
D,47,"Headrick, Owen  - A",1997-08-23 00:00:00,0,1,-1,3,0,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,20.243835616438357
LW,77,"Golod, Maxim *",2000-08-18 00:00:00,0,0,-1,1,0,0/0,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,17.254794520547946
LW,96,"Gritz, Alex",2000-09-15 00:00:00,0,2,+2,1,0,5/16,22578,2017-11-15 11:00:00,Otters,198,4,6,36,4,17.17808219178082
D,2,"Tucker, Tyler",2000-03-01 00:00:00,0,0,-2,0,5,0/0,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,17.723287671232878
D,4,"Keane, Joey",1999-07-02 00:00:00,0,0,-1,2,2,0/0,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,18.389041095890413
D,5,"Cameron, Christopher",1999-05-29 00:00:00,0,0,0,2,0,0/0,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,18.482191780821918
LW,8,"Chiodo, Lucas",1998-10-31 00:00:00,0,0,-1,5,0,0/1,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,19.057534246575344
D,10,"Murray, Justin",1998-08-22 00:00:00,0,1,-1,2,0,0/0,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,19.24931506849315
RW,15,"Peca, Jaden",1999-04-18 00:00:00,0,1,0,1,2,0/1,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,18.594520547945205
LW,16,"Hawerchuk, Ben",1998-03-27 00:00:00,0,0,-2,2,2,7/13,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,19.654794520547945
C,17,"Lipanov, Alexey",1999-08-17 00:00:00,1,0,-1,1,2,6/12,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,18.263013698630136
C,18,"Magwood, Zachary",1998-04-22 00:00:00,1,0,+1,5,0,0/1,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,19.583561643835615
C,19,"Willms, Jason",1999-02-08 00:00:00,0,1,0,1,0,14/20,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,18.783561643835615
C,21,"Douglas, Curtis",2000-03-06 00:00:00,0,0,-3,2,0,4/6,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,17.70958904109589
C,22,"Bignell, Luke *",2000-11-03 00:00:00,0,0,-2,1,0,5/10,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,17.046575342465754
RW,23,"Brown, Aidan",1999-09-23 00:00:00,0,0,-2,1,2,0/0,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,18.161643835616438
D,24,"Fergus, TJ",1997-03-25 00:00:00,0,0,-2,1,0,0/0,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,20.660273972602738
C,25,"Heitzner, Kyle",1999-07-17 00:00:00,0,1,+1,2,0,0/2,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,18.34794520547945
C,61,"Suzuki, Ryan *",2001-05-28 00:00:00,0,0,-3,1,0,0/0,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,16.482191780821918
RW,71,"Nizhnikov, Kirill",2000-03-29 00:00:00,0,0,-2,6,2,0/0,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,17.646575342465752
D,72,"Allensen, Nathan *",2001-05-03 00:00:00,0,0,-1,0,0,0/0,22579,2017-11-16 19:30:00,Colts,199,2,4,35,17,16.55068493150685
D,2,"Blaisdell, Doug",1997-02-20 00:00:00,0,0,-1,0,0,0/0,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,20.75068493150685
D,7,"O'Grady, Reagan",1998-12-15 00:00:00,0,1,+4,3,2,0/0,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,18.934246575342467
D,8,"Snow, Zachary",1999-02-17 00:00:00,0,0,0,0,0,0/0,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,18.75890410958904
RW,9,"Baker, Dawson *",2000-04-10 00:00:00,0,1,+2,0,0,1/1,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,17.613698630136987
C,13,"Pezzetta, Michael",1998-03-13 00:00:00,0,2,0,1,9,5/11,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,19.693150684931506
LW,18,"Carson, Macauley",1999-03-12 00:00:00,1,1,+2,2,0,0/1,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,18.695890410958903
LW,20,"Bulitka, Shane",1999-07-09 00:00:00,0,1,+1,1,0,8/19,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,18.36986301369863
LW,21,"Hutcheson, Nolan *",2000-06-26 00:00:00,0,1,+1,1,0,0/0,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,17.4027397260274
C,25,"Gilhula, Owen",2000-05-11 00:00:00,0,0,-1,0,0,2/6,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,17.528767123287672
LW,26,"Tabak, Anthony *",2001-12-06 00:00:00,1,0,+1,2,0,0/0,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,15.956164383561644
D,27,"Serensits, Emmett *",2000-01-07 00:00:00,0,2,-1,1,0,0/0,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,17.87123287671233
RW,28,"Pilon, Drake",1998-10-02 00:00:00,1,0,0,2,7,1/1,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,19.136986301369863
LW,29,"Pilon, Darian",1998-10-02 00:00:00,0,2,-1,2,2,1/3,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,19.136986301369863
C,37,"Lajeunesse, Troy",1997-05-20 00:00:00,1,0,+2,2,0,5/11,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,20.506849315068493
D,44,"Candella, Cole",1998-02-13 00:00:00,0,0,+1,2,0,0/0,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,19.76986301369863
D,63,"Ross, Liam *",2001-05-13 00:00:00,0,1,+6,1,2,0/0,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,16.523287671232875
C,92,"Murray, Blake *",2001-07-05 00:00:00,2,0,0,2,0,7/13,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,16.378082191780823
RW,98,"Sokolov, Dmitry",1998-04-14 00:00:00,2,2,+3,3,0,0/0,22579,2017-11-16 19:30:00,Wolves,199,8,14,25,22,19.605479452054794
D,2,"Bouchard, Evan",1999-10-20 00:00:00,1,1,+3,6,2,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,18.087671232876712
D,6,"Coome, Riley",1999-07-07 00:00:00,0,0,+1,0,0,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,18.375342465753423
D,7,"Collins, Shane",1997-02-20 00:00:00,0,1,+4,1,2,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,20.75068493150685
LW,13,"Rollo, Tyler",1997-07-30 00:00:00,0,0,+2,1,2,6/16,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,20.312328767123287
C,18,"Foudy, Liam",2000-02-04 00:00:00,0,0,-2,1,0,8/11,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,17.794520547945204
D,24,"Perrott, Andrew *",2001-08-24 00:00:00,0,0,-1,2,0,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,16.24109589041096
C,26,"Nelson, Josh",1999-05-27 00:00:00,0,0,-1,2,0,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,18.487671232876714
C,27,"Thomas, Robert  - C",1999-07-02 00:00:00,0,1,+3,3,0,10/18,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,18.389041095890413
D,42,"Golden, Jacob",1999-03-20 00:00:00,0,0,-1,0,0,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,18.673972602739727
LW,43,"Whittaker, Richard *",2000-04-08 00:00:00,0,0,-1,1,0,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,17.61917808219178
LW,48,"Miletic, Sam",1997-05-04 00:00:00,1,2,+3,4,0,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,20.55068493150685
LW,49,"Jones, Max  - A",1998-02-17 00:00:00,2,0,+1,4,0,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,19.75890410958904
C,63,"Pu, Cliff  - A",1998-06-03 00:00:00,1,3,+3,4,0,14/18,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,19.46849315068493
D,72,"Regula, Alec *",2000-08-06 00:00:00,0,0,0,1,0,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,17.29041095890411
C,76,"Moskal, Billy *",2000-03-22 00:00:00,0,0,-1,0,0,4/5,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,17.665753424657535
D,77,"Fallowfield, Tim",1999-02-05 00:00:00,0,0,-1,1,2,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,18.791780821917808
LW,80,"Formenton, Alex",1999-09-13 00:00:00,2,1,+3,4,4,2/4,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,18.18904109589041
RW,92,"Cottam, Harrison",1999-06-16 00:00:00,0,0,-1,0,0,0/0,22580,2017-11-16 19:00:00,Knights,200,7,9,35,12,18.432876712328767
D,3,"Shoemaker, Mark  - A",1997-09-28 00:00:00,0,0,+1,2,0,0/0,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,20.147945205479452
D,4,"Lalonde, Owen",2000-02-01 00:00:00,0,0,0,0,2,0/0,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,17.802739726027397
D,5,"Samorukov, Dmitri",1999-06-16 00:00:00,0,0,-2,4,0,0/0,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,18.432876712328767
D,6,"Merkley, Ryan",2000-08-14 00:00:00,0,2,-4,2,2,0/0,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,17.268493150684932
C,8,"Hillis, Cam *",2000-06-24 00:00:00,1,0,-3,3,2,7/22,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,17.40821917808219
C,9,"Kirwin, Barret",2000-02-18 00:00:00,0,1,+1,4,0,8/18,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,17.756164383561643
C,10,"Bertuzzi, Tag *",2001-02-18 00:00:00,0,0,-1,2,0,0/1,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,16.753424657534246
C,12,"Stevenson, Keegan *",2000-12-31 00:00:00,0,0,+1,0,0,0/0,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,16.887671232876713
C,14,"Ralph, Cedric",1999-01-21 00:00:00,2,1,-1,3,0,1/1,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,18.832876712328765
C,15,"Hawel, Liam",1999-04-18 00:00:00,0,1,-1,0,0,10/21,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,18.594520547945205
RW,17,"Toropchenko, Alexey",1999-06-25 00:00:00,0,0,-2,4,0,0/0,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,18.40821917808219
LW,19,"Ratcliffe, Isaac  - A",1999-02-15 00:00:00,0,0,-3,1,0,0/1,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,18.764383561643836
C,20,"Primeau, Mason *",2001-07-28 00:00:00,1,0,0,2,0,0/2,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,16.315068493150687
C,21,"McEwan, James",1997-03-15 00:00:00,0,1,0,2,0,2/6,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,20.687671232876713
RW,24,"Smith, Givani  - A",1998-02-27 00:00:00,0,0,-1,1,2,0/0,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,19.731506849315068
D,27,"McFadden, Garrett  - C",1997-08-21 00:00:00,0,0,-4,1,4,0/0,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,20.252054794520546
D,28,"Woolley, Mark *",2001-11-26 00:00:00,0,1,+2,2,0,0/0,22580,2017-11-16 19:00:00,Storm,200,4,7,33,12,15.983561643835616
C,3,"Jones, Ben  - A",1999-02-26 00:00:00,0,0,-2,4,0,19/27,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,18.734246575342464
D,4,"MacPherson, Justin",2000-06-23 00:00:00,0,1,+1,0,0,0/0,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,17.410958904109588
C,7,"Langdon, Kyle",1998-08-26 00:00:00,0,0,0,0,2,5/10,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,19.23835616438356
D,8,"Schaefer, Johnathon",1998-04-04 00:00:00,0,0,0,4,2,0/0,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,19.632876712328766
LW,9,"Dame, Joshua",1998-03-05 00:00:00,0,0,0,0,0,0/0,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,19.715068493150685
RW,13,"Maksimov, Kirill",1999-06-01 00:00:00,2,0,-2,6,4,0/0,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,18.473972602739725
LW,15,"Castleman, Oliver",1999-09-15 00:00:00,0,0,-2,0,0,0/1,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,18.183561643835617
RW,16,"Singer, Danial",1999-02-10 00:00:00,0,0,-1,2,2,0/0,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,18.778082191780822
D,17,"Lochead, William",1998-03-30 00:00:00,0,0,-1,0,0,0/0,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,19.646575342465752
C,18,"Philip, Matthew",1999-05-31 00:00:00,0,0,-2,0,0,5/15,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,18.476712328767125
LW,23,"Corneil, Johnny  - C",1997-08-16 00:00:00,0,0,-2,4,0,0/0,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,20.265753424657536
D,24,"Ham, Liam",1999-02-03 00:00:00,0,0,-2,1,2,0/0,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,18.797260273972604
RW,26,"Tomasino, Philip *",2001-07-28 00:00:00,0,0,0,0,0,4/7,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,16.315068493150687
C,28,"Bruder, Andrew *",2000-08-16 00:00:00,0,0,0,0,0,1/1,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,17.263013698630136
D,41,"Hunter, Drew",1999-02-06 00:00:00,0,0,-1,3,0,0/0,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,18.78904109589041
RW,44,"Thomas, Akil  - A",2000-01-02 00:00:00,0,2,-1,3,0,3/4,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,17.884931506849316
D,67,"Shankar, Zach",1997-01-28 00:00:00,0,0,-2,1,0,0/0,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,20.813698630136987
C,72,"Johnson, Bradey",1999-12-24 00:00:00,0,0,0,0,0,0/0,22581,2017-11-16 19:00:00,IceDogs,201,2,3,28,12,17.90958904109589
D,2,"Brand, Evan *",2001-03-14 00:00:00,0,0,0,0,0,0/0,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,16.687671232876713
D,5,"Murray, Liam  - A",1997-06-28 00:00:00,0,0,+1,2,2,0/0,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,20.4
D,6,"Paquette, Jacob",1999-05-26 00:00:00,0,1,+3,5,2,0/0,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,18.49041095890411
LW,9,"Dunkley, Nathan",2000-03-05 00:00:00,1,0,0,6,2,7/14,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,17.71232876712329
LW,11,"Laureigh, Bryan *",2000-06-16 00:00:00,0,0,0,0,0,0/0,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,17.43013698630137
C,13,"Neumann, Brett",1999-02-15 00:00:00,0,1,+1,4,0,8/19,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,18.764383561643836
D,14,"Ali, Conor",1999-03-09 00:00:00,0,0,0,0,0,0/0,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,18.704109589041096
C,16,"Larabie, Paul *",2000-01-28 00:00:00,0,0,0,0,0,0/0,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,17.813698630136987
RW,19,"Robertson, Jason",1999-07-22 00:00:00,0,1,0,1,0,0/0,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,18.334246575342465
RW,21,"Cranford, Ryan",1998-04-09 00:00:00,1,0,+2,2,0,0/0,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,19.61917808219178
D,22,"Brahaney, Jakob",1999-03-26 00:00:00,0,1,+1,4,0,0/0,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,18.65753424657534
C,23,"Burnie, Tyler",1999-02-09 00:00:00,1,0,+1,1,2,10/20,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,18.78082191780822
LW,25,"Hotchkiss, Matt",1998-02-06 00:00:00,0,0,0,0,0,0/0,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,19.78904109589041
C,26,"Nichol, Ted  - C",1997-01-04 00:00:00,0,3,+3,1,0,1/5,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,20.87945205479452
C,28,"Morgan, Cody *",2001-02-01 00:00:00,0,0,0,0,0,2/6,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,16.8
LW,47,"Popov, Sergey",2000-03-27 00:00:00,1,0,+1,4,0,0/0,22581,2017-11-16 19:00:00,Frontenacs,201,4,8,33,10,17.65205479452055
