Player Name,Position,Team,Season,Games Played,Points Per Team Points %,Player Age,Draft Eligibility,Vollman Modifier,Adjusted Point %,League Adjusted Point %,League
"Tesink, Brad",D,Titan, 2008-09 Regular Season,43,0.06666666666666668,19.802745549612254,False,0.5492790647322723,0.036618604315484825,0.043223935173957874,QMJHL
"Tesink, Brad",D,Screaming Eagles, 2008-09 Regular Season,22,0.054054054054054064,20.0911766368325,False,0.5029570321247006,0.02718686660133517,0.032090883350849884,QMJHL
"Tesink, Marcus",D,Sea Dogs, 2017-18 Regular Season,15,0.060606060606060615,19.259154771132813,True,0.6365797437560703,0.038580590530670936,0.04553982805307403,QMJHL
"Tesink, Marcus",D,Screaming Eagles, 2016-17 Regular Season,54,0.05504587155963303,18.538438496191052,True,0.7523267775117173,0.0414124831657826,0.04888254266407066,QMJHL
"Tessier, Julien",C,Wildcats, 2017-18 Regular Season,37,0.288135593220339,19.61314419620782,True,0.5797290420890242,0.16704057144937987,0.19717165541166476,QMJHL
"Tessier, Julien",C,Foreurs, 2017-18 Regular Season,14,0.3333333333333333,19.827211648404546,True,0.5453498092662299,0.18178326975540995,0.21457366861727445,QMJHL
"Tessier, Julien",C,Wildcats, 2016-17 Regular Season,34,0.3333333333333333,18.880582804391416,True,0.6973784016147389,0.23245946720491295,0.2743909313001601,QMJHL
"Tessier, Kelsey",C,Remparts, 2007-08 Regular Season,23,0.3636363636363637,17.924990295375647,False,0.8508465585626714,0.30939874856824423,0.365208661034694,QMJHL
"Tessier, Kelsey",C,Remparts, 2006-07 Regular Season,58,0.1968503937007874,16.797656414798784,False,1.0318963797833156,0.20312920861876294,0.23977002699586716,QMJHL
"Tessier, Kelsey",C,Remparts, 2008-09 Regular Season,64,0.2247191011235955,18.858937579137994,False,0.7008546247904386,0.15749542130122215,0.1859047336121576,QMJHL
"Theede, Dawson",C,Titan, 2017-18 Regular Season,30,0.2314814814814815,20.59215564658011,False,0.4224998031592344,0.0978008803609339,0.11544238213605021,QMJHL
"Theede, Dawson",LW,Titan, 2016-17 Regular Season,58,0.2,19.718796017656093,False,0.5627613595644316,0.11255227191288633,0.13285465669119037,QMJHL
"Theede, Dawson",C,Olympiques, 2017-18 Regular Season,15,0.3333333333333333,20.86148798609436,False,0.3792450294332461,0.12641500981108203,0.14921798062027294,QMJHL
"Therrien, Nicolas",D,Saguenéens, 2008-09 Regular Season,43,0.07518796992481203,18.845641757284557,False,0.7029899337801004,0.05285638599850379,0.06239071763210028,QMJHL
"Thibault, Samuel",D,Drakkar, 2016-17 Regular Season,68,0.105,20.648048057076487,False,0.4135234820335163,0.04341996561351921,0.05125213846942288,QMJHL
"Thibeault, Benjamin",D,Tigres, 2017-18 Regular Season,12,0.028571428571428567,17.572925138530273,True,0.9073882227520382,0.025925377792915375,0.03060184488264281,QMJHL
"Thibeault, Francis",D,Wildcats, 2016-17 Regular Season,30,0.07575757575757576,18.628153128971146,True,0.7379186074872339,0.05590292480963893,0.065986796689154,QMJHL
"Thibeault, Martin",C,Foreurs, 2006-07 Regular Season,65,0.2248062015503876,19.780010399656557,False,0.5529303298151569,0.12430216716774846,0.14672401955443284,QMJHL
"Thibeault, Martin",C,Foreurs, 2005-06 Regular Season,70,0.1037344398340249,18.838759597051553,False,0.7040952087135208,0.07303892206571794,0.08621381648915952,QMJHL
"Thibeault, Martin",C,Foreurs, 2007-08 Regular Season,20,0.2380952380952381,20.856478172006568,False,0.3800496055757452,0.09048800132755838,0.10681039260006579,QMJHL
"Thierus, Lucas",RW,Tigres, 2016-17 Regular Season,26,0.06741573033707865,19.165767007418534,True,0.6515778186085837,0.043926594512938226,0.05185015401684998,QMJHL
"Thomas, Mike",RW,Sea Dogs, 2007-08 Regular Season,21,0.016129032258064516,17.809010297227125,False,0.8694729462653239,0.014023757197827804,0.016553388184647654,QMJHL
"Thomas, Mike",LW,Sea Dogs, 2008-09 Regular Season,66,0.10328638497652584,18.982239905047823,False,0.6810522712493197,0.07034342707739454,0.08303210318208651,QMJHL
"Thomas, Mike",RW,Sea Dogs, 2006-07 Regular Season,45,0.028985507246376805,16.944482478556715,False,1.008316113943792,0.029226554027356282,0.03449849332740468,QMJHL
"Thompson, Will",D,Olympiques, 2017-18 Regular Season,36,0.13934426229508196,20.420208686647417,False,0.4501144849244252,0.06272087085012482,0.07403457631326399,QMJHL
"Thompson, Will",D,Olympiques, 2016-17 Regular Season,34,0.15702479338842976,19.61763736040116,False,0.5790074399195735,0.09091852362373468,0.10731857329588217,QMJHL
"Thompson, Will",D,Huskies, 2017-18 Regular Season,21,0.1111111111111111,20.62061386147665,False,0.41792941384685056,0.04643660153853895,0.05481292070304142,QMJHL
"Thompson, Will",D,Islanders, 2016-17 Regular Season,31,0.06299212598425198,19.377670590069663,False,0.6175461032348122,0.03890054193605117,0.045917492878467824,QMJHL
"Thorne, Chris",C,Junior, 2008-09 Regular Season,64,0.06467661691542287,18.950171106729304,False,0.6862025202592741,0.04438125752920677,0.05238682998002636,QMJHL
"Thorne, Chris",C,Fog Devils, 2007-08 Regular Season,18,0.0576923076923077,17.750430109176023,False,0.8788809244663307,0.05070466871921139,0.0598508696523265,QMJHL
"Thorpe, Matthew",D,Olympiques, 2016-17 Regular Season,39,0.03546099290780142,19.479579513365444,False,0.6011795301535101,0.021318423055089013,0.025163879218480158,QMJHL
"Théorêt, Frédérik",RW,Cataractes, 2017-18 Regular Season,45,0.07142857142857142,18.15347446355253,True,0.8141520011534635,0.058153714368104535,0.06864358778712053,QMJHL
"Thériault, François",LW,Drakkar, 2005-06 Regular Season,28,0.07079646017699115,19.114184382146846,False,0.6598619882272168,0.046715892971838355,0.055142591236182696,QMJHL
"Thériault, François",LW,Screaming Eagles, 2005-06 Regular Season,36,0.05555555555555555,18.801603748935165,False,0.7100624379210125,0.03944791321783403,0.04656359999374812,QMJHL
"Thériault, François",LW,Drakkar, 2006-07 Regular Season,24,0.029411764705882356,19.882189333691425,False,0.5365203930091571,0.01578001155909286,0.01862643892154318,QMJHL
"Tilley, Steve",RW,Fog Devils, 2005-06 Regular Season,34,0.0,19.334058158004197,False,0.624550259824526,0.0,0.0,QMJHL
"Tobin, Mark",LW,Océanic, 2005-06 Regular Season,67,0.2982456140350877,20.106258516629246,False,0.5005348822293434,0.14928233329647084,0.17621015376315818,QMJHL
"Tolles, Joseph",D,Wildcats, 2007-08 Regular Season,15,0.0,19.81849448944275,False,0.5467497849954945,0.0,0.0,QMJHL
"Tolles, Joseph",D,Wildcats, 2006-07 Regular Season,21,0.0379746835443038,18.93096930542163,False,0.6892863295492861,0.026175430236048843,0.030897002243064665,QMJHL
"Ton, Cayse",C,Islanders, 2017-18 Regular Season,58,0.040697674418604654,18.427754722482888,True,0.7701025915692483,0.031341384540608946,0.036994800838777694,QMJHL
"Touchette, Alexandre",C,Olympiques, 2008-09 Regular Season,53,0.1368421052631579,19.011582898843887,False,0.6763397864456717,0.09255176025046034,0.10924641613415964,QMJHL
"Touchette, Alexandre",C,Olympiques, 2006-07 Regular Season,22,0.05681818181818181,17.096220419880108,False,0.9839470005672548,0.055906079577684925,0.06599052052003336,QMJHL
"Touchette, Alexandre",C,Olympiques, 2007-08 Regular Season,25,0.08,18.0126925323649,False,0.8367615793021974,0.0669409263441758,0.07901585314003344,QMJHL
"Tougas, Guillaume",D,Huskies, 2006-07 Regular Season,41,0.0,17.324262694157678,False,0.9473234113182771,0.0,0.0,QMJHL
"Tougas, Guillaume",D,Huskies, 2007-08 Regular Season,21,0.08333333333333333,18.33539189116904,False,0.7849360622782524,0.0654113385231877,0.0772103554687498,QMJHL
"Tousignant, Mathieu",C,Saguenéens, 2008-09 Regular Season,33,0.3644859813084112,19.254913526747924,False,0.6372608876042838,0.23227265996791652,0.274170427431897,QMJHL
"Tousignant, Mathieu",C,Rocket, 2008-09 Regular Season,34,0.3431372549019608,18.999918889917133,False,0.6782130262793085,0.2327201560762333,0.27469864370714986,QMJHL
"Tousignant, Mathieu",C,Drakkar, 2006-07 Regular Season,67,0.10847457627118644,16.924387159109553,False,1.0115434222470059,0.10972674410814978,0.12951945501031956,QMJHL
"Tousignant, Mathieu",C,Drakkar, 2007-08 Regular Season,21,0.27848101265822783,17.956604704728278,False,0.8457692844206388,0.2355306868006842,0.27801614310694844,QMJHL
"Tremblay, Charles",RW,Saguenéens, 2017-18 Regular Season,20,0.01818181818181818,17.289050246325285,False,0.9529785304401592,0.01732688237163926,0.02045233712203029,QMJHL
"Tremblay, Erick",D,Foreurs, 2005-06 Regular Season,32,0.05,19.313338738746324,False,0.6278777985573405,0.03139388992786703,0.037056777243874246,QMJHL
"Tremblay, Erick",D,Océanic, 2005-06 Regular Season,37,0.04464285714285714,19.064045509819213,False,0.6679142911230347,0.02981760228227833,0.03519615594816787,QMJHL
"Tremblay, Erick",D,Tigres, 2006-07 Regular Season,51,0.05319148936170213,20.141683275427624,False,0.4948456659663236,0.026321577976932107,0.031069512380898816,QMJHL
"Tremblay, Julien",LW,Titan, 2008-09 Regular Season,20,0.07692307692307693,17.123707817261547,False,0.9795325245477957,0.07534865573444582,0.08894018414386515,QMJHL
"Tremblay, Olivier",RW,Drakkar, 2008-09 Regular Season,36,0.0099009900990099,17.655781845823174,False,0.8940814355607984,0.008852291441196022,0.010449083971052297,QMJHL
"Tremblay, Rémi",RW,Tigres, 2005-06 Regular Season,28,0.1702127659574468,21.002279757948152,False,0.35663387087352705,0.060703637595493964,0.07165347083262597,QMJHL
"Tremblay, Shayne",LW,Saguenéens, 2005-06 Regular Season,70,0.11949685534591195,18.516111298079245,False,0.7559125255284735,0.09032916971723898,0.10662291065321512,QMJHL
"Tremblay, Shayne",LW,Sea Dogs, 2006-07 Regular Season,28,0.14457831325301204,19.387618953029968,False,0.6159483961433874,0.08905278016530901,0.10511628361811515,QMJHL
"Tremblay, Tommy",LW,Saguenéens, 2006-07 Regular Season,64,0.03773584905660377,16.452796206263425,False,1.087280929274094,0.04102946902921109,0.04843043973662851,QMJHL
"Tremblay, Tommy",LW,Cataractes, 2008-09 Regular Season,57,0.05179282868525897,18.46203930462569,False,0.7645964876771143,0.0396006148996115,0.04674384628432869,QMJHL
"Tremblay, Tommy",LW,Cataractes, 2007-08 Regular Season,28,0.075,17.778251898565102,False,0.8744127450904449,0.06558095588178336,0.07741056871688871,QMJHL
"Tremblay-Lapalme, Vincent",C,Saguenéens, 2016-17 Regular Season,66,0.10471204188481677,17.8400778559747,True,0.8644834963304628,0.09052183207648827,0.10685032580139792,QMJHL
"Tremblay-Lapalme, Vincent",C,Saguenéens, 2017-18 Regular Season,60,0.11731843575418995,18.848528761393702,True,0.7025262809201718,0.08241928435376317,0.09728622569278533,QMJHL
"Trenin, Yakov",C,Olympiques, 2016-17 Regular Season,54,0.3435897435897436,20.082997466930312,False,0.5042706068109921,0.17326220849403318,0.20451556273202842,QMJHL
"Truchon-Viel, Jeffrey",LW,Titan, 2017-18 Regular Season,56,0.2687224669603524,20.880437969055894,False,0.3762016621696236,0.10109383873280633,0.11932933036515482,QMJHL
"Truchon-Viel, Jeffrey",LW,Titan, 2016-17 Regular Season,63,0.2307692307692308,19.87011246999504,False,0.5384599373187968,0.12425998553510698,0.1466742291217031,QMJHL
"Trudeau, Sébastien",RW,Remparts, 2008-09 Regular Season,68,0.14695340501792115,17.279468786591426,False,0.954517312873417,0.140269569275305,0.1655716508744963,QMJHL
"Trudel, Michael",D,Voltigeurs, 2007-08 Regular Season,18,0.11627906976744184,17.725425091993486,False,0.8828967302258461,0.10266241049137745,0.12118084396802331,QMJHL
"Trudel, Michael",D,Drakkar, 2008-09 Regular Season,38,0.17142857142857146,18.599705284383194,False,0.7424873313280593,0.12728354251338161,0.1502431808408282,QMJHL
"Trudel, Michael",D,Saguenéens, 2008-09 Regular Season,25,0.0375,18.759747467811643,False,0.7167845566694502,0.026879420875104382,0.03172798000189591,QMJHL
"Trukhno, Viatcheslav",LW,Olympiques, 2006-07 Regular Season,58,0.3822393822393823,19.7485461084379,False,0.5579834949848737,0.21328326642278958,0.2517556923285099,QMJHL
"Trukhno, Viatcheslav",LW,Rocket, 2005-06 Regular Season,60,0.5079365079365079,18.852363280648564,False,0.7019104571278407,0.35652594647763336,0.4208367491457509,QMJHL
"Trépanier, Maxim",LW,Océanic, 2017-18 Regular Season,30,0.22093023255813954,18.510412599486454,True,0.7568277365224758,0.16720612783636093,0.19736707516269766,QMJHL
"Trépanier, Maxim",LW,Océanic, 2016-17 Regular Season,29,0.125,17.642720808835737,True,0.8961790381009807,0.11202237976262258,0.1322291816251594,QMJHL
"Trépanier, Maxim",LW,Olympiques, 2017-18 Regular Season,15,0.22857142857142854,18.779692179065552,True,0.7135814360420722,0.1631043282381879,0.1925253854467129,QMJHL
"Tucker, Jack",D,Wildcats, 2017-18 Regular Season,52,0.03448275862068965,17.53518046462968,True,0.9134500173804736,0.031498276461395636,0.0371799932113481,QMJHL
"Tulupov, Kirill",D,Tigres, 2007-08 Regular Season,13,0.11904761904761905,19.772222151223144,False,0.5541811225135631,0.06597394315637656,0.07787444375523973,QMJHL
"Tulupov, Kirill",D,Saguenéens, 2006-07 Regular Season,51,0.1588235294117647,18.57342613119836,False,0.7467077633295434,0.11859476241116276,0.1399871026833035,QMJHL
"Tulupov, Kirill",D,Tigres, 2008-09 Regular Season,59,0.11229946524064173,20.804261853095827,False,0.3884355463928104,0.04362110414036909,0.05148955873182944,QMJHL
"Turcotte, Yanick",LW,Remparts, 2016-17 Regular Season,60,0.09316770186335403,20.62560471282785,False,0.4171278831198473,0.03886284625340192,0.045872997579599194,QMJHL
"Tutalo, Chris",RW,MAINEiacs, 2005-06 Regular Season,34,0.0847457627118644,18.59524291145074,False,0.7432039884210115,0.06298338884923826,0.07434444778946546,QMJHL
"Tutalo, Chris",LW,MAINEiacs, 2006-07 Regular Season,65,0.17829457364341084,19.57814289878704,False,0.5853502504548018,0.10436477333690264,0.12319028213894834,QMJHL
"Tutalo, Chris",LW,MAINEiacs, 2007-08 Regular Season,24,0.18181818181818185,20.497487097529834,False,0.43770357213670863,0.07958246766121976,0.0939376988138664,QMJHL
"Vachon, Alexandre",LW,Foreurs, 2005-06 Regular Season,17,0.03389830508474576,19.96300826207047,False,0.5235408731114828,0.017747148241067212,0.020948411318072197,QMJHL
"Vachon, Marc-Olivier",C,Voltigeurs, 2008-09 Regular Season,68,0.17681159420289855,18.517148003768625,False,0.755746030594759,0.13362466048197189,0.15772812127283864,QMJHL
"Vachon, Marc-Olivier",RW,Voltigeurs, 2006-07 Regular Season,51,0.07446808510638298,16.551548780672242,False,1.0714212658240383,0.07978669000817307,0.09417875916149003,QMJHL
"Vachon, Marc-Olivier",RW,Voltigeurs, 2007-08 Regular Season,22,0.22641509433962265,17.75937303910265,False,0.8774446899201149,0.19866672224606377,0.23450258916491046,QMJHL
"Valente, Stephen",D,Remparts, 2006-07 Regular Season,32,0.07746478873239436,18.437044462979955,False,0.7686106592454194,0.059540262335912766,0.07028024381474478,QMJHL
"Valente, Stephen",D,Voltigeurs, 2006-07 Regular Season,24,0.0625,18.74925817849452,False,0.7184691365337801,0.044904321033361255,0.05300424463626645,QMJHL
"Valente, Stephen",D,Voltigeurs, 2007-08 Regular Season,21,0.0196078431372549,19.707306923534095,False,0.5646065080804248,0.011070715844714212,0.013067671828193756,QMJHL
"Valente, Stephen",D,Remparts, 2005-06 Regular Season,37,0.0125,17.68308368544428,False,0.8896967601176486,0.011121209501470608,0.013127273623159264,QMJHL
"Vallerand, Marc-Olivier",C,Remparts, 2006-07 Regular Season,62,0.06415094339622641,17.54842624602412,False,0.9113227448885262,0.058462213823037526,0.06900773493828832,QMJHL
"Vallerand, Marc-Olivier",RW,Remparts, 2007-08 Regular Season,22,0.14285714285714285,18.67571101154353,False,0.730280811546109,0.10432583022087272,0.12314431439238303,QMJHL
"Vallerand, Marc-Olivier",LW,Remparts, 2008-09 Regular Season,59,0.2263374485596708,19.54745428042396,False,0.590278842563912,0.13360220716467147,0.15770161778507402,QMJHL
"Valliere-Mayer, Nicholas",RW,Olympiques, 2008-09 Regular Season,42,0.08029197080291971,18.116616018075835,False,0.8200714674970211,0.06584515432457834,0.07772242375827819,QMJHL
"Valliere-Mayer, Nicholas",RW,Olympiques, 2007-08 Regular Season,14,0.08333333333333333,17.250610350604248,False,0.959151977692958,0.07992933147441317,0.0943471305564444,QMJHL
"Van Boekel, Jack",D,Foreurs, 2016-17 Regular Season,36,0.04958677685950413,20.739097181734323,False,0.3989009926134681,0.019780214509758746,0.023348205800821583,QMJHL
"Vandall, Pierre-Alexandre",LW,Cataractes, 2006-07 Regular Season,60,0.15873015873015872,17.025587537456804,False,0.9952906414844374,0.15798264150546623,0.18647983948845617,QMJHL
"Vandall, Pierre-Alexandre",LW,Cataractes, 2007-08 Regular Season,24,0.30666666666666664,18.271437381164333,False,0.7952071565850085,0.2438635280194026,0.2878520774737987,QMJHL
"Vandall, Pierre-Alexandre",C,Cataractes, 2008-09 Regular Season,63,0.2779783393501805,18.98839324060826,False,0.6800640455583133,0.18904307403606546,0.22314300967951642,QMJHL
"Veilleux, Guillaume",D,Remparts, 2005-06 Regular Season,66,0.0668693009118541,19.826140802956125,False,0.5455217870452467,0.03647866053190099,0.04305874807459407,QMJHL
"Veilleux, Guillaume",D,Remparts, 2006-07 Regular Season,27,0.07758620689655173,20.817467475073094,False,0.38631472350326135,0.02997269406490821,0.03537922347036649,QMJHL
"Veilleux, Keven",C,Tigres, 2005-06 Regular Season,33,0.1388888888888889,16.547567810905875,False,1.0720606095685166,0.1488973068845162,0.1757556755824168,QMJHL
"Veilleux, Keven",C,Tigres, 2006-07 Regular Season,67,0.20318725099601595,17.360867064505022,False,0.9414447494404934,0.19128957060344687,0.22579473340881082,QMJHL
"Veilleux, Keven",C,Tigres, 2007-08 Regular Season,13,0.3137254901960784,18.401229399277344,False,0.7743625584760587,0.24293727324739098,0.2867587431709654,QMJHL
"Veilleux, Keven",RW,Océanic, 2008-09 Regular Season,29,0.41025641025641024,19.37598636440864,False,0.6178165898759729,0.25346321635937347,0.2991833751639632,QMJHL
"Veleno, Joe",C,Sea Dogs, 2016-17 Regular Season,45,0.21052631578947367,17.033577555355475,True,0.994007444609911,0.20926472518103387,0.24701227926363584,QMJHL
"Veleno, Joe",C,Voltigeurs, 2017-18 Regular Season,30,0.3524590163934426,18.035198985817686,True,0.8331470428776799,0.29365018724377245,0.34661934539864675,QMJHL
"Veleno, Joe",C,Sea Dogs, 2017-18 Regular Season,31,0.3780487804878049,17.85531470251388,True,0.862036458776271,0.32589183197639515,0.3846767970103498,QMJHL
"Verbeek, Ryan",LW,Saguenéens, 2016-17 Regular Season,27,0.19753086419753085,20.475206125695642,False,0.44128189621328007,0.08716679431373434,0.10289010018727933,QMJHL
"Verbeek, Ryan",LW,Voltigeurs, 2016-17 Regular Season,26,0.3132530120481928,20.66595025009291,False,0.410648389835079,0.12863684500857897,0.1518405945166528,QMJHL
"Verreault-Paul, Francis",RW,Saguenéens, 2007-08 Regular Season,23,0.2575757575757576,20.71818235518468,False,0.4022599137573404,0.10361240202840588,0.12230219671698545,QMJHL
"Verreault-Paul, Francis",RW,Saguenéens, 2005-06 Regular Season,69,0.20512820512820512,18.644878425661442,False,0.7352325248387723,0.15081692817205586,0.17802156167070984,QMJHL
"Verreault-Paul, Francis",RW,Saguenéens, 2006-07 Regular Season,36,0.32799999999999996,19.625607125693183,False,0.5777274956136749,0.18949461856128533,0.22367600463252194,QMJHL
"Verrette, Etienne",D,Remparts, 2016-17 Regular Season,50,0.061538461538461535,18.172706786511075,True,0.8110632900863215,0.04991158708223516,0.0589147304983331,QMJHL
"Verrette, Etienne",D,Remparts, 2017-18 Regular Season,53,0.10497237569060773,19.126690833110885,True,0.6578534522023922,0.06905643973395277,0.08151296670644788,QMJHL
"Vesterinen, Saku",D,Islanders, 2017-18 Regular Season,57,0.2023809523809524,18.786393287494697,True,0.7125052380283519,0.14419748864859505,0.17020809553243285,QMJHL
"Vesterinen, Saku",D,Islanders, 2016-17 Regular Season,57,0.07630522088353414,17.74494103187714,True,0.8797624702805313,0.06713046961979958,0.07923958657857844,QMJHL
"Victor, David",D,Screaming Eagles, 2005-06 Regular Season,67,0.06726457399103139,20.234700985817724,False,0.47990702167767374,0.03228074136845339,0.038103600570251715,QMJHL
"Vienneau, Justin",D,Huskies, 2006-07 Regular Season,22,0.06493506493506493,20.999340270379047,False,0.3571059525771254,0.023188698219293855,0.02737151803940782,QMJHL
"Vienneau, Justin",D,Titan, 2006-07 Regular Season,26,0.06896551724137931,20.72823392292455,False,0.4006456319783176,0.02763073323988397,0.03261481546593607,QMJHL
"Vienneau, Justin",D,Cataractes, 2005-06 Regular Season,54,0.06578947368421052,19.754984032476536,False,0.5569495643842686,0.03664141870949135,0.04325086487010563,QMJHL
"Villeneuve, Gabriel",D,Remparts, 2017-18 Regular Season,19,0.016129032258064516,17.63299822063538,True,0.8977404857659583,0.014479685254289651,0.017091557378282433,QMJHL
"Villeneuve, Gabriel",D,Saguenéens, 2017-18 Regular Season,22,0.1016949152542373,17.906863547959652,True,0.85375771419768,0.0868228183929844,0.10248407726046858,QMJHL
"Villeneuve, Mike",C,Drakkar, 2007-08 Regular Season,17,0.1,17.574296676222687,False,0.9071679537986368,0.09071679537986369,0.10708045694221904,QMJHL
"Villeneuve, Mike",C,Drakkar, 2008-09 Regular Season,62,0.07065217391304347,18.63841416276492,False,0.7362706854599539,0.05201912451619239,0.061402429391421036,QMJHL
"Virtue, Braeden",D,Remparts, 2017-18 Regular Season,25,0.03260869565217391,16.961373155112874,False,1.0056034712888726,0.03279141754202845,0.03870639344655365,QMJHL
"Vishnevskiy, Ivan",D,Huskies, 2006-07 Regular Season,58,0.2262443438914027,18.738053881425394,False,0.7202685466430818,0.1629566847608782,0.19235110976877853,QMJHL
"Vishnevskiy, Ivan",D,Huskies, 2007-08 Regular Season,16,0.2545454545454545,19.940600753726805,False,0.5271395189514752,0.13418096846037547,0.15838477710243026,QMJHL
"Vishnevskiy, Ivan",D,Huskies, 2005-06 Regular Season,54,0.20869565217391306,17.827698980644364,False,0.8664715437085153,0.1808288439043858,0.21344708168464327,QMJHL
"Vlasanek, Radek",RW,Voltigeurs, 2007-08 Regular Season,21,0.1568627450980392,18.488140026339764,False,0.760404711769834,0.11927917047369946,0.14079496552462734,QMJHL
"Vlasic, Marc-Edouard",D,Remparts, 2005-06 Regular Season,66,0.21791044776119406,18.848120341404577,False,0.7025918731704253,0.15310210967594343,0.1807189483961508,QMJHL
"Voracek, Jakub",RW,Mooseheads, 2007-08 Regular Season,20,0.4342105263157895,18.317763726835462,False,0.7877671454702249,0.34205678684891344,0.4037576160246404,QMJHL
"Voracek, Jakub",RW,Mooseheads, 2006-07 Regular Season,56,0.3732057416267943,17.285667548446682,False,0.9535217917194632,0.35585980743597195,0.4200504507247202,QMJHL
"Voroshilov, Igor",LW,Wildcats, 2006-07 Regular Season,11,0.028571428571428567,17.173466930595698,False,0.9715412109463313,0.027758320312752317,0.032765416928492754,QMJHL
"Vouligny, Charles",D,Drakkar, 2008-09 Regular Season,21,0.060606060606060615,18.797360678514412,False,0.7107438750305857,0.04307538636549005,0.05084540338605419,QMJHL
"Vouligny, Charles",D,Titan, 2008-09 Regular Season,15,0.023809523809523808,18.64134036716797,False,0.7358007370328243,0.017519065167448198,0.02067918620224176,QMJHL
"Voyer, Alex-Olivier",RW,Océanic, 2016-17 Regular Season,65,0.09216589861751152,17.688563172907692,True,0.888816754431025,0.08191859487843549,0.0966952209336363,QMJHL
"Voyer, Alex-Olivier",RW,Océanic, 2017-18 Regular Season,52,0.1724137931034483,18.726060733545925,True,0.7221946461925248,0.12451631830905602,0.14697679967050603,QMJHL
"Waked, Antoine",RW,Huskies, 2016-17 Regular Season,67,0.29739776951672864,20.736413553666974,False,0.3993319832810842,0.11876044112448601,0.14018266682612807,QMJHL
"Walker, Geoff",RW,Rocket, 2007-08 Regular Season,14,0.375,19.983596757642818,False,0.5202343607225637,0.19508788527096138,0.23027819502696745,QMJHL
"Walker, Geoff",LW,Rocket, 2006-07 Regular Season,60,0.3057851239669421,19.15006057416052,False,0.6541002717898206,0.20001413269606078,0.23609304797763905,QMJHL
"Walker, Geoff",RW,Olympiques, 2005-06 Regular Season,15,0.043478260869565216,17.825969038214108,False,0.8667493724628144,0.03768475532447019,0.044482400453000365,QMJHL
"Walker, Geoff",RW,Rocket, 2005-06 Regular Season,34,0.23853211009174316,18.15624570006527,False,0.8137069405695176,0.1940952335303437,0.22910648694882443,QMJHL
"Walker, Stephen",C,Sea Dogs, 2008-09 Regular Season,31,0.010204081632653059,17.856127119373692,False,0.861905984628585,0.008794959026822294,0.010381409830855517,QMJHL
"Wall, Alex",D,Junior, 2008-09 Regular Season,68,0.0995260663507109,18.240582077639328,False,0.8001625183311241,0.07963702789077538,0.09400210071747449,QMJHL
"Wall, Alex",D,Fog Devils, 2007-08 Regular Season,21,0.06666666666666668,17.041349314551542,False,0.9927593000830224,0.06618395333886817,0.07812233595876782,QMJHL
"Ward, Kyle",RW,Sea Dogs, 2016-17 Regular Season,56,0.053061224489795916,19.110463326102952,False,0.660459589827866,0.03504479456229493,0.04136623873741574,QMJHL
"Ward, Michael",D,MAINEiacs, 2008-09 Regular Season,35,0.17,19.31084690730252,False,0.6282779866872157,0.10680725773682667,0.12607334634467712,QMJHL
"Ward, Michael",D,MAINEiacs, 2006-07 Regular Season,56,0.03153153153153153,17.443185275200918,False,0.9282244448027326,0.02926833834963571,0.03454781478220218,QMJHL
"Ward, Michael",D,Screaming Eagles, 2008-09 Regular Season,30,0.1619047619047619,19.489961163211685,False,0.5995122371882036,0.09706388602094725,0.11457244740831712,QMJHL
"Ward, Michael",D,MAINEiacs, 2007-08 Regular Season,24,0.10606060606060606,18.363240520767146,False,0.7804635723647966,0.082776439493236,0.09770780512991017,QMJHL
"Webster, Bailey",D,Sea Dogs, 2017-18 Regular Season,65,0.06358381502890173,20.394628990083653,False,0.45422258419256556,0.02888120477524983,0.034090849345214135,QMJHL
"Webster, Bailey",D,Sea Dogs, 2016-17 Regular Season,56,0.04602510460251046,19.333842179529668,False,0.6245849459675354,0.028746587471309162,0.03393194952563898,QMJHL
"Wejse, Christian",C,Armada, 2016-17 Regular Season,23,0.0375,17.97675079270018,True,0.8425338226923511,0.031595018350963164,0.03729418557999348,QMJHL
"Welcher, Wesley",C,Fog Devils, 2005-06 Regular Season,69,0.2227488151658768,18.24224166534385,False,0.7998959885457775,0.1781758837045097,0.21031557566899634,QMJHL
"Welcher, Wesley",C,Fog Devils, 2007-08 Regular Season,13,0.3076923076923077,20.175315038796388,False,0.4894444047693005,0.150598278390554,0.1777634714414916,QMJHL
"Welcher, Wesley",C,Fog Devils, 2006-07 Regular Season,66,0.3395348837209302,19.28062139803298,False,0.6331322034759035,0.21497046908716722,0.25374723569706886,QMJHL
"Welsh, Nicholas",D,Wildcats, 2017-18 Regular Season,66,0.28,20.595626231336254,False,0.42194242724739794,0.11814387962927143,0.13945488884009913,QMJHL
"Welsh, Nicholas",D,Cataractes, 2016-17 Regular Season,67,0.17391304347826084,19.654800312409428,False,0.573039069827046,0.0996589686655732,0.11763563580938194,QMJHL
"Welton, Nathan",D,Wildcats, 2005-06 Regular Season,66,0.16314199395770393,19.637031328758386,False,0.5758927686014035,0.09395229457545555,0.1108995814036753,QMJHL
"Welton, Nathan",D,Wildcats, 2006-07 Regular Season,69,0.24390243902439024,20.534138598310424,False,0.43181734111134595,0.10532130271008437,0.12431935203091335,QMJHL
"Whitaker, Matthew",LW,Saguenéens, 2007-08 Regular Season,17,0.0925925925925926,17.69463843982727,False,0.8878410665637406,0.08220750616330932,0.09703624656478334,QMJHL
